"","Composer","nPVI_Entire","Nine_Eight","pitch_correlation","pitch_entropy","parallel_motion","similar_motion","oblique_motion","t1_1","t1_2","t1_3","t1_4","t1_5","t1_6","t1_7","t2_1","t2_2","t2_3","t2_4","t2_5","t2_6","t2_7","t3_1","t3_2","t3_3","t3_4","t3_5","t3_6","t3_7","t4_1","t4_2","t4_3","t4_4","t4_5","t4_6","t4_7","t5_1","t5_2","t5_3","t5_4","t5_5","t5_6","t5_7","t6_1","t6_2","t6_3","t6_4","t6_5","t6_6","t6_7","t7_1","t7_2","t7_3","t7_4","t7_5","t7_6","t7_7","rising_passing","downward_passing","upper_neighbor","lower_neighbor","double_neighbor_ul","double_neighbor_lu","upper_echappee","lower_echappee","ascending_short_nota_cambiata","descending_short_nota_cambiata","ascending_long_nota_cambiata","descending_long_nota_cambiata","rising_anticipation","descending_anticipation","reverse_ascending_nota_cambiata","reverse_descending_nota_cambiata","reverse_upper_echappee","reverse_lower_echappee","ternary_suspension","binary_suspension","ternary_suspension_agent","binary_suspension_agent","fake_suspension_step_up","fake_suspension_step_down","resolution_against_suspension_dissonance","suspension_repeated_note","suspension_missing_agent_approached_step_up","suspension_missing_agent_approached_step_down","dissonant_third_quarter_rising_pt","dissonant_third_quarter_falling_pt","dissonant_third_quarter_un","dissonant_third_quarter_ln","appoggiature_approached_from_below","appoggiature_approached_from_above","ascending_accented_pt","descending_accented_pt","accented_upper_neighbor","descending_lower_neighbor","chanson_idiom","unclassified_2_or7","unclassified_4","total","mvmnt"
"237","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",122.844,1,0.867398105,6.50683,0.135011442,14.3,54.74,9.607,3.166,0.764,1.528,2.183,0.546,4.694,5.677,1.965,2.948,0,0.873,0,0.437,0.764,5.786,3.384,2.402,0,0.218,0.328,0.328,0.764,4.585,2.838,3.166,0,0.873,1.638,0.546,0.873,5.022,8.079,3.384,0.546,0.218,0.218,0,0.218,4.585,1.201,2.948,3.821,0.109,0.546,0.437,0.764,4.039,0.983,23,41,5,22,5,9,9,17,6,10,1,1,8,21,2,13,2,0,4,49,3,46,2,6,1,21,10,9,0,0,3,3,4,12,0,13,2,2,9,0,0,901,"gloria"
"238","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",107.369,0,0.931370948,6.41493,0.191283293,19.11,46.94,3.149,4.777,0.217,1.303,0,1.194,4.343,5.103,1.303,4.126,0.109,0,0.217,1.086,1.194,3.583,4.235,5.32,0,0.977,0.109,0.543,0.76,5.863,4.235,3.366,1.846,0.977,0.109,0,0,3.8,1.52,4.777,0.217,0.434,0.651,0.543,1.846,5.32,3.149,4.343,4.995,0.651,0.543,0.543,0.543,3.692,2.389,30,20,5,18,5,10,9,18,7,10,1,2,8,17,2,16,4,0,4,40,3,34,1,7,1,17,10,11,1,0,3,3,4,14,0,11,2,1,9,1,0,919,"gloria"
"239","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",129.626,1,0.921512725,6.84746,0.171568627,14.38,60.9,4.573,3.823,0.9,0.975,0.75,0.6,5.622,5.472,2.849,3.448,0.675,1.049,0.075,0.375,0.3,5.247,1.499,3.598,0.675,0.15,0.225,0.3,0.3,4.948,0.9,5.247,0.375,0.375,1.574,0.525,0.525,5.397,5.697,3.898,2.549,0.225,0.6,0,0.375,6.072,0.3,2.999,5.022,0.675,0.375,0.225,0.675,5.247,1.724,45,57,4,35,7,10,10,26,8,14,4,4,11,21,4,22,2,0,4,97,5,86,1,13,2,18,11,16,2,0,4,3,5,18,3,14,2,5,8,0,0,1281,"gloria"
"240","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",101.133,0,0.804071428,6.21316,0.085324232,20.58,38.62,10.602,3.272,0.654,1.44,1.44,2.356,3.403,3.665,3.01,3.141,0.524,0.916,0,0.654,1.178,2.225,3.01,4.058,0.785,0.131,0,0.916,2.356,3.796,4.319,2.88,0.262,0.393,2.618,0.393,0.654,2.618,6.806,4.188,0.393,1.047,0.393,0,0.916,3.927,2.487,3.272,3.665,0.131,0,0.785,0.524,2.749,1.047,15,11,4,21,6,11,9,15,6,10,1,1,6,19,2,16,2,0,8,26,6,21,1,7,1,15,11,9,1,0,3,3,4,13,0,5,2,2,6,0,0,738,"gloria"
"241","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",128.089,3,0.887707689,6.58358,0.162601626,14.94,58.27,4.197,3.997,0.533,1.666,0.4,0.933,4.93,5.197,1.332,2.398,0.133,0,0.533,0.6,0.6,3.264,1.865,5.53,0.067,1.066,0.4,1.599,0.333,5.996,4.863,3.464,2.465,1.066,0.333,0,0.266,5.53,0.4,3.731,0.067,0.466,0.466,1.332,0.866,6.462,3.997,4.197,4.863,0.666,0.533,0.6,0.2,4.53,1.066,66,63,5,37,5,9,9,16,7,11,1,4,8,17,2,14,2,0,5,69,3,64,1,7,1,15,10,10,0,0,3,3,4,13,0,16,2,2,10,0,1,1481,"gloria"
"242","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",116.774,4,0.887393223,6.60683,0.146464646,13.6,55.12,4.99,3.889,1.167,0.648,1.231,0.13,4.601,3.5,1.491,4.731,0.583,0.907,0,0.907,1.037,5.12,3.694,4.796,0.389,0.389,0.648,0.583,1.296,3.694,3.305,4.925,0.583,0.843,1.426,0.13,1.037,4.472,4.925,4.018,0.713,0.13,0,0.065,0.843,3.111,0.907,3.305,4.925,0.324,1.231,0.454,1.167,2.333,4.407,63,48,5,26,7,10,14,18,6,10,1,7,9,17,2,13,2,0,4,51,4,45,1,6,1,14,10,10,0,0,3,3,5,12,0,7,2,3,7,1,2,1540,"gloria"
"243","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",123.687,0,0.899754373,6.43453,0.107728337,13.4,50.8,9.084,3.974,0.406,2.19,1.46,1.298,2.758,2.758,3.325,3.325,0.568,1.46,0.243,0.73,0.73,2.352,1.865,4.298,0.568,0.162,0.243,1.865,1.541,3.325,5.028,3.974,0.892,0.487,2.19,0.892,1.054,3.487,6.488,3.731,0.568,0.649,0.324,0,0.811,3.65,2.352,2.758,3.569,0.406,0.081,0.649,0.73,2.109,2.595,51,21,5,26,5,10,9,15,6,12,1,3,7,17,2,14,2,0,4,29,3,25,1,6,1,14,10,9,0,0,3,3,5,13,1,13,2,1,7,1,1,1272,"gloria"
"244","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",109.191,4,0.808807604,6.55744,0.216612378,13.35,55.22,3.305,3.726,0.721,0.481,2.103,0.481,4.327,4.808,5.048,4.087,0.601,1.923,0,0.901,0.361,6.19,2.404,2.344,0.541,0.06,0.541,0.18,0.601,3.486,1.382,4.207,0.06,0.541,2.163,1.202,1.142,5.288,10.337,2.163,1.322,0.3,0.12,0,0.12,3.486,0.601,2.704,4.387,0.481,0.421,0.18,1.142,4.026,3.005,59,75,6,25,6,11,9,16,7,10,1,8,8,20,2,15,2,0,5,43,3,39,1,8,1,14,11,9,0,0,3,3,4,13,0,13,2,1,7,0,0,1673,"gloria"
"245","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",133.485,4,0.70996871,6.63614,0.182779456,12.42,59.85,4.185,4.997,0.437,1.124,1.437,0.625,3.935,4.497,3.935,3.873,0.125,1.624,0,1.437,0.812,4.809,1.874,2.686,0.062,0.25,0.187,0.187,0.687,2.623,1.749,4.747,0.125,1.249,1.811,1.124,1.374,5.184,5.996,4.31,0.874,0.25,0.375,0,0.5,5.247,1.562,3.623,4.435,0.062,0.625,0.125,1.374,4.872,1.999,50,97,4,26,6,10,13,18,6,10,1,1,12,20,2,14,2,2,4,74,3,68,1,7,1,16,12,9,0,0,3,3,5,14,0,16,2,1,9,0,0,1590,"gloria"
"246","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",116.375,2,0.866863704,6.64041,0.100981767,13.37,61.84,4.582,4.139,0.148,0.37,0.813,0.813,5.469,4.582,2.291,3.4,0.739,0.887,0.148,0.887,0.665,5.322,0.517,3.252,0.222,0.074,0,0.961,0.961,5.248,1.478,5.248,0.296,0.887,1.109,0.961,0.591,6.874,5.322,4.804,0.37,0.296,0.222,0.074,1.109,6.282,1.774,3.252,4.065,0,0.296,0.222,1.035,5.617,1.33,62,38,4,42,6,10,10,17,7,10,1,9,9,27,3,14,2,0,4,99,3,95,1,6,1,17,11,9,0,0,3,3,4,14,1,19,2,1,13,0,0,1354,"gloria"
"247","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",130.577,0,0.631435835,6.46791,0.140900196,12.82,55.45,5.723,3.448,1.541,2.274,0.587,0.66,4.255,2.715,3.815,3.375,0.88,0.88,0.073,0.88,2.128,2.715,1.321,3.815,0.073,0,0.22,0.88,1.908,2.861,4.696,4.402,0.073,1.687,2.201,0.367,0.88,3.742,7.337,3.302,1.247,0.22,0.22,0,0.514,4.035,1.247,2.788,3.962,0.293,0.514,0.44,1.834,3.742,3.228,44,40,5,28,6,11,10,16,7,11,2,3,6,24,2,15,2,0,4,43,3,40,1,10,1,15,11,10,0,0,3,3,4,12,2,11,2,2,6,0,2,1370,"gloria"
"248","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",125.392,4,0.581000705,6.56429,0.171770972,13.7,55.84,9.615,3.089,1.748,1.865,1.107,1.34,3.788,4.079,0.583,2.739,0.058,0,0,0.35,1.457,3.904,1.865,5.478,0.291,0.932,0.233,1.923,0.117,5.303,3.788,5.361,0.932,0.233,1.69,0.058,1.748,5.128,4.72,4.545,0.175,0.175,0,0.408,0.991,6.177,1.166,2.564,3.555,0.058,0.641,0.058,0.641,2.273,1.049,64,66,4,32,6,11,12,16,6,11,2,3,9,23,2,16,2,0,4,73,3,67,1,8,1,15,11,8,1,0,3,3,4,15,2,20,2,4,9,0,0,1725,"gloria"
"249","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",117.097,1,0.694386463,6.59403,0.144444444,14.9,54.71,8.974,4.116,0.945,0.742,1.282,2.362,4.184,4.049,1.822,4.251,0.067,1.147,0.067,0.337,1.687,4.858,3.306,4.453,0.607,0.472,0.135,0.54,0.27,4.588,0.337,4.656,0,0,2.632,0.472,2.159,4.184,8.097,3.846,0,0.675,0.337,0.405,0.54,4.521,1.687,2.699,3.374,0.135,0,0,0.81,2.497,0.675,47,68,6,43,6,10,9,16,7,10,1,3,11,21,2,15,2,0,4,51,4,47,1,8,2,14,11,9,0,1,3,3,4,13,0,14,2,2,9,0,0,1474,"gloria"
"250","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",137.295,0,0.835470691,6.74239,0.172370089,13.92,60.31,6.328,3.649,1.653,1.653,0.969,0.228,5.644,5.188,1.653,3.307,0.456,0.741,0,0.627,1.881,5.245,1.767,4.561,0.456,0.342,0.057,1.311,0.798,5.644,2.452,4.333,0.684,0.513,1.425,0.171,1.311,4.675,4.732,3.649,0.912,0.114,0,0.228,0.855,5.359,1.197,2.166,4.561,0.171,0.627,0.342,0.57,3.421,1.368,61,78,4,44,5,12,11,18,9,10,1,5,9,21,2,15,2,0,4,83,4,78,1,9,1,16,11,8,1,0,3,3,4,13,1,22,2,2,8,0,0,1717,"gloria"
"251","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",124.711,1,0.858315674,6.5595,0.148571429,14.49,59.53,8.22,4.746,0.339,0.763,1.949,1.186,5.339,5,2.034,4.831,0.339,1.017,0.085,0.508,1.525,5.169,1.949,2.881,0.593,0.763,0,0.508,0.424,4.237,0.847,3.729,0.678,0,2.458,0.678,1.78,4.322,5.932,3.814,0.085,0.424,0.085,0.339,0.932,4.661,0.678,3.983,5,0.339,0.085,0,0.508,3.729,0.508,42,50,4,37,7,11,12,22,6,12,4,5,9,22,4,22,2,1,4,76,5,65,1,7,2,16,11,16,2,0,4,3,5,17,1,9,2,1,12,0,3,1130,"gloria"
"252","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",128.983,0,0.556475149,6.61079,0.151979566,14.27,58.22,6.315,4.762,0.776,1.087,1.812,1.19,5.072,4.503,2.381,4.348,0.259,1.449,0.155,0.88,1.398,5.228,2.329,3.157,1.035,0.311,0.207,0.983,0.466,4.4,1.242,3.157,0.621,0,1.967,0.518,1.449,4.607,5.745,4.193,0.518,1.242,0.259,0.207,0.414,4.451,1.605,3.209,5.435,0.414,0.052,0,0.414,3.261,0.518,88,63,4,30,7,10,9,16,8,12,2,11,7,21,3,15,2,0,4,85,4,79,1,11,1,15,11,9,0,0,3,3,4,15,1,14,2,2,8,0,2,1966,"gloria"
"253","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",114.546,2,0.661042127,6.55801,0.164150943,15.17,57.58,4.022,5.484,1.371,0.366,1.188,0.091,5.667,5.027,3.108,5.576,0.457,0.823,0,0.366,1.371,5.393,1.92,3.839,0.274,0,0.183,0.548,0.731,3.108,2.377,5.393,0,0.366,0.914,0.64,0.64,4.57,5.119,4.022,0.731,0,0.091,0,0.091,3.839,1.005,4.479,5.027,0.183,0.366,0.366,1.28,4.113,3.473,44,32,4,26,5,11,9,17,6,11,1,1,9,20,2,15,2,0,4,64,4,59,1,8,1,16,11,9,0,0,3,4,4,13,3,12,2,1,7,0,1,1085,"gloria"
"254","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",130.076,5,0.762339562,6.83776,0.164244186,13.81,58.71,4.096,5.007,1.235,1.17,0.91,0.65,4.746,4.746,2.016,3.706,0.78,1.105,0.065,0.78,0.845,4.226,2.601,4.681,0.325,0.065,0.52,0.975,0.52,3.706,2.276,5.267,0,0.845,2.146,0.975,0.91,4.096,4.616,4.226,1.105,0.13,0.26,0.065,0.065,4.486,0.65,3.641,4.876,0.455,0.78,0.39,1.625,3.576,3.056,70,58,6,41,6,11,10,16,8,11,1,3,8,19,2,15,2,0,5,67,3,62,1,10,1,15,11,8,0,0,3,3,4,14,3,14,2,3,7,0,1,1525,"gloria"
"255","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",129.725,3,0.848809577,6.51802,0.098915989,14.44,59.98,4.082,5.102,0.748,1.361,1.088,2.109,4.354,4.626,1.293,5.714,0.544,1.497,0,0.272,1.156,5.442,2.041,4.83,0.544,0.476,0,0.612,1.973,4.83,1.156,4.422,0.272,0,2.585,0.068,1.769,4.15,3.197,5.918,0,0.816,0.204,0.136,0.476,5.646,1.905,3.878,4.422,0,0.204,0,0.952,2.653,0.476,54,61,4,39,5,9,10,17,6,11,1,5,13,19,2,15,2,0,4,87,3,84,1,8,1,14,10,8,0,0,3,3,4,13,0,17,2,3,12,1,0,1472,"gloria"
"256","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",119.324,6,0.769060045,5.98123,0.075987842,12.8,47.88,2.972,5.646,1.189,1.04,0,1.634,3.566,5.052,3.863,3.269,2.08,1.189,0.149,1.189,1.04,4.458,2.08,3.715,0.594,0,0,0,2.377,3.863,2.08,5.201,0.446,0.297,1.932,0.149,1.783,3.566,5.052,4.012,1.783,1.486,0.149,0,1.04,4.458,2.08,2.526,3.269,0.446,0,0,1.932,3.863,1.486,6,6,4,18,5,10,10,15,7,11,3,1,7,22,2,15,2,0,4,33,3,30,1,8,1,13,11,9,0,0,3,3,4,13,0,6,2,1,6,0,0,702,"gloria"
"257","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",99.826,0,0.743930223,6.55887,0.147826087,21.38,47.5,8.728,3.242,0.249,1.372,0.125,1.995,4.613,3.616,1.746,2.993,0.499,0.374,0,0.623,0.499,1.746,1.746,5.362,0,0.374,0,1.746,1.372,4.364,7.107,4.489,0.748,0.748,0.873,0.249,0.873,3.616,2.868,4.613,0.623,1.122,0.374,0,1.746,5.736,3.99,2.868,2.494,0.374,0,0.873,1.372,3.99,0.873,6,14,4,24,5,9,9,17,6,10,1,3,6,17,3,15,2,0,5,30,3,26,2,7,1,14,12,9,0,0,3,3,4,15,0,7,2,1,6,0,0,801,"gloria"
"258","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",123.297,5,0.597279178,6.56887,0.177235772,15.4,54.34,3.801,5.12,1.164,0.621,1.707,0.233,4.965,5.431,2.793,4.655,0.233,0.776,0,1.086,0.388,6.051,3.103,3.724,0.465,0,0.388,0.155,0.31,3.336,1.784,5.043,0.155,0.621,0.931,1.009,1.164,4.5,5.431,3.801,1.862,0.078,0.078,0,0.31,4.577,1.164,2.87,6.206,0.155,0.388,0.31,1.086,3.801,2.172,63,45,4,26,6,10,9,17,6,10,1,2,8,19,3,14,2,0,4,61,3,56,1,9,1,15,11,9,0,0,3,3,4,14,0,17,2,2,8,1,1,1279,"gloria"
"259","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",110.477,2,0.664789207,6.45392,0.170498084,19.21,51.78,2.768,4.911,0.625,0.714,1.607,0.625,4.821,4.911,3.125,4.018,0.446,1.429,0.179,1.161,0.804,5.982,1.161,3.125,0.089,0,0,0.268,0.625,3.214,0.982,5.625,0.089,0.804,1.518,1.25,1.518,5.714,4.643,4.821,1.25,0.268,0.268,0,0.446,5.268,0.446,4.286,4.554,0.089,0.804,0.179,1.518,4.911,2.143,36,39,4,27,6,10,9,17,6,10,1,3,6,18,2,15,2,0,4,57,3,52,1,8,2,16,11,8,0,0,3,3,4,13,0,8,2,2,8,1,1,1126,"gloria"
"260","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",105.945,0,0.581439972,6.24596,0.154269972,17.38,49.12,5.983,3.541,1.465,0.977,0.366,1.709,4.884,5.006,0.366,3.053,0.122,0,0,0.611,0.855,4.762,3.785,5.128,0.244,0.366,0.733,0.611,0.366,4.762,3.907,4.64,1.465,0.611,0.977,0,1.099,4.396,2.076,4.151,0.366,0.366,0,0.977,0.855,5.128,2.686,3.541,5.739,0.122,0.733,0.366,0.977,2.686,2.442,21,17,4,17,7,9,9,16,6,10,1,1,8,19,2,15,2,0,4,47,3,42,1,7,2,15,10,9,0,0,3,3,4,14,0,11,2,1,8,0,0,822,"gloria"
"261","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",123.283,2,0.634443009,6.62202,0.198507463,14.64,53.74,7.322,3.532,1.349,1.092,0.963,0.578,5.588,4.881,1.606,3.404,0,0.064,0,0.257,1.413,4.496,2.055,4.239,0.257,0.45,0.45,1.092,0.193,4.817,3.982,4.367,0.706,0.385,1.541,0.064,0.771,5.138,4.175,4.624,0.193,0.321,0.128,0.257,0.642,6.101,2.312,3.019,5.331,0,0.45,0.193,0.45,3.276,1.477,52,40,4,28,6,11,10,17,7,11,1,3,12,19,2,14,2,0,4,79,3,74,1,7,1,18,11,8,0,0,3,3,4,14,1,13,2,2,10,0,1,1559,"gloria"
"262","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",118.925,1,0.676276393,6.62517,0.091695502,12.33,60.69,8.662,2.83,2.744,0.772,0.429,1.201,5.66,4.803,0.515,2.058,0,0,0,0.086,1.801,3.774,2.573,4.803,0.343,1.286,0,1.372,0.172,4.717,4.117,4.631,1.715,0.172,1.201,0,1.201,5.832,3.087,3.087,0.343,0.6,0.257,0.172,1.115,6.604,4.117,2.316,3.859,0,0.6,0,0.343,3.774,0.257,35,54,4,33,6,11,10,16,6,12,1,1,10,23,3,14,3,1,6,60,4,56,1,6,1,14,11,9,0,1,3,3,4,13,0,13,2,1,11,0,0,1151,"gloria"
"263","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",127.134,7,0.842676819,6.57364,0.121820616,15.12,55.3,5.489,5.428,0.121,1.508,1.025,1.508,4.162,5.247,3.197,3.739,0.483,0.965,0.121,1.086,0.362,3.86,0.784,4.222,0.121,0.181,0,0.603,1.025,4.222,2.774,5.669,0.483,0.603,2.051,0.422,1.146,4.885,4.222,5.368,0.121,0.241,0.362,0,1.327,5.006,1.568,3.86,5.066,0.181,0.06,0.06,0.905,3.559,0.603,55,57,5,23,5,10,12,15,8,12,1,4,21,25,3,15,2,0,4,99,3,96,1,6,1,13,10,10,0,0,3,3,4,12,0,13,2,1,6,0,0,1697,"gloria"
"264","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",106.764,0,0.902098217,5.98326,0.096666667,17.26,45.41,5.789,3.329,0.579,1.737,1.013,1.881,3.184,3.763,2.75,3.907,1.737,0.434,0.434,0.289,0.289,4.486,0.579,4.342,1.013,0.289,0,0.868,2.315,5.065,3.907,3.184,0.868,0.434,1.592,0.145,0.724,3.763,3.473,4.776,0.579,0.579,0.145,0,1.447,4.92,3.329,4.776,4.776,0.145,0,0.434,0.724,3.329,1.881,13,13,4,20,6,9,9,17,6,11,1,2,7,18,3,13,2,0,4,39,3,34,1,9,1,17,10,9,0,0,3,3,4,13,0,8,2,1,8,0,1,693,"gloria"
"265","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",119.908,1,0.679060213,6.50056,0.208978328,15.17,54.21,6.091,4.494,1.064,0.828,0.71,1.597,5.145,4.08,2.365,4.849,0.059,1.301,0.059,0.414,1.597,4.258,3.193,3.548,0.828,0.591,0.059,0.532,0.473,3.962,1.242,4.317,0.237,0,2.247,0.473,1.005,4.672,5.559,4.613,0.177,0.769,0.769,0,0.414,5.322,2.07,3.785,4.317,0.177,0.473,0,0.651,3.903,0.71,59,91,4,29,5,10,10,16,6,11,2,4,10,17,2,15,2,0,4,45,3,40,1,6,1,15,10,9,0,0,3,3,4,14,0,13,2,2,8,2,1,1708,"gloria"
"266","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",123.166,1,0.668415978,6.56937,0.229508197,15.54,53.04,4.277,3.81,1.011,0.544,1.633,0.467,4.821,5.054,3.421,3.344,0.7,1.011,0,1.011,0.855,4.743,2.644,3.266,0,0,0.7,0.778,0.622,3.188,3.655,4.588,0.389,0.622,1.633,0.7,1.244,4.199,7.465,2.566,1.089,0.233,0.389,0.078,0.544,4.121,1.633,2.566,3.733,0.389,0.7,1.089,0.389,4.432,3.655,49,47,4,26,6,10,9,16,6,11,1,1,6,19,2,15,2,0,5,44,3,39,1,7,2,15,10,8,0,0,3,3,4,14,0,9,2,1,9,0,0,1273,"gloria"
"267","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",114.205,1,0.672808143,6.66909,0.206586826,12.48,58.67,3.464,3.911,0.391,0.95,1.061,0.95,4.134,3.911,2.57,3.128,0.447,1.117,0,1.397,0.559,3.799,2.402,3.911,0.503,0.056,0.67,1.006,1.173,3.855,4.693,4.413,0.223,1.173,1.788,0.838,0.838,4.637,5.587,3.352,0.894,0.279,0.223,0,0.95,4.022,1.006,3.464,3.631,0.447,1.061,0.615,1.341,4.19,4.972,72,86,7,32,6,10,10,16,7,12,2,5,8,18,2,16,2,0,4,50,3,44,2,11,1,16,11,9,1,0,3,3,4,15,1,13,2,3,8,0,0,1810,"gloria"
"268","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",120.712,4,0.877777291,6.79672,0.128605769,11.9,63.62,7.046,4.548,0.75,1.549,1.199,1.149,4.948,4.948,2.799,3.848,0.35,1.399,0,0.9,1.999,4.148,1.449,3.098,0.15,0.1,0,0.7,1.149,4.498,1.649,4.648,0.55,0.15,2.299,0.3,0.7,4.598,5.297,4.748,0.45,0.1,0.85,0,1.599,4.598,1.799,3.048,4.498,0.25,0,0.1,1.049,3.698,0.3,85,90,4,50,6,11,12,17,6,12,3,10,10,18,2,15,3,0,4,84,3,78,1,7,1,14,11,11,0,1,4,3,4,14,0,18,2,1,11,0,0,1970,"gloria"
"269","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",116.298,5,0.700338396,6.66629,0.137082601,15.42,56.09,4.121,4.626,1.766,0.589,1.093,0.589,6.056,5.887,3.364,4.205,0.841,1.177,0,0.589,1.682,6.224,1.514,2.439,0,0.084,0.168,0.421,0.673,2.775,1.346,4.121,0.252,0.757,1.682,0.336,1.177,4.458,6.644,3.28,2.103,0.168,0.336,0,0.168,5.299,0.673,2.691,5.046,0.757,0.757,0.252,0.925,4.71,1.177,31,46,5,33,6,10,9,16,11,11,1,4,9,18,2,14,3,0,4,67,3,62,1,6,1,15,10,10,0,0,3,3,4,13,0,12,2,2,10,0,1,1166,"gloria"
"270","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",116.235,2,0.635784514,6.53606,0.163235294,15.46,53.13,4.159,3.214,0.945,1.008,0.567,0.882,4.285,3.088,1.323,4.411,0.063,0.252,0,0.126,1.134,4.285,3.466,4.6,0.378,0.882,1.071,1.071,0.756,4.978,3.025,4.096,1.008,0.567,0.567,0,1.008,5.23,2.52,4.474,0.315,0.189,0,0.693,1.323,5.608,2.583,4.222,4.348,0.126,0.63,0.756,1.26,4.537,3.97,63,40,5,29,6,9,11,15,7,11,1,2,9,18,2,16,2,0,5,55,3,51,1,6,1,14,10,9,0,0,3,3,4,13,0,14,2,1,8,0,2,1582,"gloria"
"271","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",120.923,1,0.851303932,6.78675,0.202295552,11.9,60.97,7.912,4.13,1.571,1.222,0,1.105,3.258,3.723,1.047,2.734,0,0,0.291,0.465,2.676,2.152,3.781,4.13,0.407,1.513,0.233,1.163,0.291,4.596,4.654,3.898,1.862,0.873,0.407,0,0.931,4.654,1.745,4.538,0,0.931,0.407,0.291,1.803,5.876,4.712,3.258,3.083,0.058,0.931,0.698,0.465,3.49,2.036,76,71,5,37,5,10,9,17,6,12,1,2,9,20,3,15,3,0,4,41,4,36,1,6,1,14,11,9,0,0,3,3,4,13,1,15,2,1,10,0,0,1679,"gloria"
"272","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",109.967,0,0.625004523,6.57532,0.135099338,17.13,52.55,5.01,5.327,0.571,0.698,1.141,1.332,5.517,3.678,2.41,5.01,0.951,1.015,0.19,0.888,2.6,4.502,1.712,3.614,0.634,0.19,0.127,0.127,0.507,3.805,0.698,4.819,0.19,0,2.854,0.698,2.346,3.995,6.214,4.375,0.127,0.761,0.444,0.063,0.127,5.453,1.205,3.551,3.868,0.19,0.127,0,1.395,4.312,0.634,45,54,4,37,6,11,9,20,6,11,4,4,8,18,2,14,2,0,4,66,3,62,1,8,1,14,11,9,0,0,3,3,4,14,2,12,2,1,6,0,1,1572,"gloria"
"273","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",125.285,4,0.536329905,6.77105,0.178787879,13.82,57.92,4.428,3.444,1.538,0.861,1.415,0.246,4.244,4.551,3.813,3.629,0.554,1.107,0.185,0.984,1.107,5.781,2.276,3.198,0.615,0.123,0.246,0.431,0.615,3.875,0.984,5.043,0.062,0.431,1.599,0.861,1.538,5.535,7.688,3.198,2.153,0.246,0.185,0,0.123,5.843,0.677,2.214,3.444,0.308,0.554,0,1.107,4.859,2.091,54,81,4,28,6,10,9,16,6,12,1,2,9,23,2,13,3,0,5,52,3,48,1,8,2,19,11,9,0,1,3,3,4,13,0,18,2,5,6,0,1,1582,"gloria"
"274","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",132.249,1,0.691120424,6.64939,0.128205128,13.43,59.88,5.548,4.726,1.027,1.027,1.712,0.274,6.507,4.658,0.959,4.041,0.342,0.959,0,1.164,1.438,5.685,1.37,3.288,0.068,0.068,0.068,0.753,0.479,3.836,2.123,4.863,0.342,0.205,2.329,0.548,0.89,4.521,4.932,4.041,1.644,0.137,0.068,0,0.548,5.479,0.616,3.014,5.342,0.274,0.411,0.137,1.644,4.726,1.164,65,53,5,27,5,11,10,17,6,11,1,8,8,18,2,15,2,0,4,87,3,81,1,9,1,21,11,9,0,1,3,4,4,13,0,26,2,1,10,0,0,1477,"gloria"
