"","Composer","nPVI_Entire","Nine_Eight","pitch_correlation","pitch_entropy","parallel_motion","similar_motion","oblique_motion","t1_1","t1_2","t1_3","t1_4","t1_5","t1_6","t1_7","t2_1","t2_2","t2_3","t2_4","t2_5","t2_6","t2_7","t3_1","t3_2","t3_3","t3_4","t3_5","t3_6","t3_7","t4_1","t4_2","t4_3","t4_4","t4_5","t4_6","t4_7","t5_1","t5_2","t5_3","t5_4","t5_5","t5_6","t5_7","t6_1","t6_2","t6_3","t6_4","t6_5","t6_6","t6_7","t7_1","t7_2","t7_3","t7_4","t7_5","t7_6","t7_7","rising_passing","downward_passing","upper_neighbor","lower_neighbor","double_neighbor_ul","double_neighbor_lu","upper_echappee","lower_echappee","ascending_short_nota_cambiata","descending_short_nota_cambiata","ascending_long_nota_cambiata","descending_long_nota_cambiata","rising_anticipation","descending_anticipation","reverse_ascending_nota_cambiata","reverse_descending_nota_cambiata","reverse_upper_echappee","reverse_lower_echappee","ternary_suspension","binary_suspension","ternary_suspension_agent","binary_suspension_agent","fake_suspension_step_up","fake_suspension_step_down","resolution_against_suspension_dissonance","suspension_repeated_note","suspension_missing_agent_approached_step_up","suspension_missing_agent_approached_step_down","dissonant_third_quarter_rising_pt","dissonant_third_quarter_falling_pt","dissonant_third_quarter_un","dissonant_third_quarter_ln","appoggiature_approached_from_below","appoggiature_approached_from_above","ascending_accented_pt","descending_accented_pt","accented_upper_neighbor","descending_lower_neighbor","chanson_idiom","unclassified_2_or7","unclassified_4","total","mvmnt"
"1","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",122.831,0,0.662111363,6.40172,0.140394089,16.63,59.7,5.171,4.51,2.2,1.98,1.54,1.43,4.84,5.061,0.66,3.63,0,0.99,0.33,0.33,0.88,3.96,0.33,5.061,1.54,0.33,0,0.99,0.55,4.84,1.1,4.95,1.32,0.11,2.2,0.88,1.21,5.391,2.97,5.391,0.44,0.77,0.33,0.33,0.77,5.721,0.66,4.29,5.831,0.22,0,0.22,0.44,3.19,0.11,30,40,4,20,7,9,9,19,6,10,2,6,6,16,4,15,2,0,4,58,3,53,1,9,1,16,12,8,0,0,4,3,4,14,1,11,2,1,8,0,0,900,"kyrie"
"2","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",121.12,0,0.563502721,5.7051,0.121387283,12.9,61.66,9.005,3.791,0.237,1.185,0.711,2.37,4.028,2.37,0.711,4.739,0,0.474,0,0.711,2.844,3.791,4.502,4.739,0.237,1.185,0,1.185,0.237,4.265,0.711,5.213,0.237,0,2.844,0.474,2.607,4.739,7.109,2.133,0.237,0.237,0.237,0.474,0.474,4.739,2.133,3.081,3.555,0,0.237,0,0.711,3.555,0.948,22,19,5,19,6,10,9,17,6,10,2,4,8,19,3,15,2,0,4,18,3,14,1,7,2,14,11,9,0,1,3,3,4,13,0,8,2,1,7,0,1,419,"kyrie"
"3","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",129.393,2,0.903223904,6.46795,0.197777778,16,58.63,4.03,3.843,1.125,1.5,0.937,0.375,4.873,4.78,0.75,4.405,0.375,0.469,0,0.375,1.406,4.967,2.343,5.53,0.187,0.281,0.469,0.843,1.5,4.592,1.406,4.78,0.656,1.5,1.5,0,1.218,5.061,2.249,5.436,0.843,0,0,0.281,0.843,4.967,0.281,4.217,4.78,0.187,1.406,0.562,1.406,3.655,2.812,51,47,4,23,5,12,11,19,9,10,2,1,6,16,2,16,2,0,4,63,3,57,1,7,1,17,11,8,1,0,3,3,4,14,0,17,2,1,8,0,0,1064,"kyrie"
"4","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",127.261,0,0.56721273,6.03088,0.117302053,15.8,55.36,4.033,5.702,1.113,0.417,0.974,2.086,5.841,5.007,1.391,3.755,1.252,1.113,0,0.417,2.364,3.755,0.695,2.921,1.53,0.556,0.139,0,0.417,3.477,0.139,5.563,0.278,0,2.225,0.695,3.199,4.312,5.424,4.868,1.252,1.808,0.556,0,0.556,5.563,0.695,3.199,4.729,0.556,0.278,0,1.113,3.894,0.139,37,14,4,20,6,11,10,17,6,11,4,4,6,16,2,14,2,0,4,43,2,39,1,6,1,14,11,9,0,0,3,3,5,14,0,12,2,1,6,0,1,728,"kyrie"
"5","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",130.523,1,0.813737022,6.05986,0.121863799,17.38,56.2,3.822,5.573,1.115,0.159,1.274,0.955,6.847,5.573,0.796,5.732,0.637,0.955,0.159,0.318,1.274,5.255,0.955,3.981,1.752,0.159,0,0.318,1.592,4.936,0.637,4.299,0,0,2.389,0.478,0.796,5.414,3.981,5.096,0.796,1.592,0.478,0.159,0.478,5.414,0.796,2.548,5.255,0.318,0,0,0.478,4.299,0.159,23,26,4,18,5,10,9,18,7,10,5,5,6,16,4,15,2,1,4,49,3,44,1,6,1,15,11,9,0,0,3,3,4,13,0,9,2,1,7,0,2,625,"kyrie"
"6","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",115.398,1,0.726835873,6.28919,0.150984683,19.24,50.68,3.157,4.786,1.222,1.018,0.815,2.037,4.379,4.481,1.324,4.175,0.509,0.815,0,2.138,1.629,4.786,1.12,3.259,0,0.102,0,0.305,2.138,1.833,0.611,5.906,0.305,0.509,1.527,0.509,2.444,5.092,3.768,4.582,1.935,0,0.204,0,1.222,5.397,0.407,4.481,5.804,0.204,0.204,0.102,2.444,4.379,1.935,28,18,4,17,5,11,9,18,6,11,2,2,8,16,3,15,2,0,4,60,2,56,2,6,1,15,11,9,0,0,3,4,4,13,0,19,2,1,8,1,0,984,"kyrie"
"7","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",113.511,1,0.66936748,5.85377,0.154255319,13.03,60.17,7.143,3.878,0.204,2.449,1.02,1.224,5.714,4.286,2.245,2.245,0.612,1.633,0.204,0.408,0,3.469,1.224,3.469,0.204,0.408,0,1.224,0.612,4.082,3.878,4.082,0.408,0.816,2.857,0.408,0.816,5.102,5.102,3.673,0,1.02,0.408,0,0.408,5.306,2.653,3.265,5.102,0.204,0,0.204,0.816,4.082,1.429,23,38,4,15,6,11,10,17,6,11,2,1,11,15,3,14,3,0,4,26,2,22,1,7,1,14,11,8,0,0,3,3,4,13,0,6,2,1,6,0,0,492,"kyrie"
"8","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",102.534,2,0.694668375,5.83245,0.161764706,13.58,61.2,8.931,4.583,1.528,1.293,2.938,1.175,4.348,3.995,1.058,4.348,0.823,1.293,0,0.235,1.175,5.405,1.763,3.525,0.588,0.94,0,1.763,0,5.64,1.058,4.465,0.118,0,3.995,0.705,0.705,4.935,4.935,3.643,0.588,0.823,0.118,0,1.175,4.348,0.47,2.703,3.29,0.118,0,0,0.705,3.408,0.353,6,4,4,13,6,11,9,18,7,11,2,1,6,16,2,16,2,0,4,12,2,6,1,6,1,16,11,9,0,0,3,3,4,15,0,6,2,1,7,0,0,853,"kyrie"
"9","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",115.258,0,0.1159258,6.0671,0.143835616,16.48,58.6,6.902,4.552,0.881,0.441,2.349,1.028,7.342,4.993,1.175,6.461,0.441,0.147,0.147,0.441,0.881,6.167,1.468,4.112,1.762,0.441,0,0.294,0.294,5.14,0.881,4.258,0.294,0,3.377,0.587,0.881,5.14,4.112,3.084,0.147,2.349,0.147,0.147,0,3.671,0,2.643,5.14,0,0.294,0,0.881,4.112,0,5,6,4,13,7,10,9,18,7,11,2,2,6,15,3,16,2,0,4,13,3,6,1,6,1,16,11,9,0,0,3,3,4,15,0,6,2,1,7,0,0,686,"kyrie"
"10","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",117.352,0,0.665900048,5.52414,0.092198582,10,64.53,4.114,4.114,2.848,0,0.633,0.633,4.747,5.38,6.013,3.481,0,0.949,0,2.848,0.949,5.38,1.582,4.747,0,0.316,0,0,0.949,2.848,0,4.747,1.266,0.316,1.582,0,2.532,4.43,8.861,2.215,0.633,0,0.633,0,0.949,4.43,0.633,2.532,5.696,0,0,0,0.949,4.43,0.633,19,19,4,21,5,12,10,17,6,11,2,7,7,15,3,15,2,0,4,25,2,20,1,6,1,16,11,9,0,0,3,3,4,13,0,8,2,1,7,0,0,314,"kyrie"
"11","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",124.727,1,0.833494595,5.5816,0.060150376,13.85,64.3,4.594,3.18,0.353,1.413,2.827,0.353,4.594,4.24,1.413,5.3,1.06,1.06,0,1.06,2.12,5.3,0.353,4.594,0,0,0,1.06,1.06,6.36,2.473,5.3,0,0,3.18,1.06,0.353,5.3,2.827,5.654,0,0,0.353,0,2.473,3.887,0,4.594,4.24,0.353,0,0,0.353,4.947,0.353,16,14,4,17,5,10,9,16,8,12,2,2,7,15,4,15,2,0,4,30,2,27,1,6,1,13,10,10,0,0,3,3,4,12,0,6,2,1,7,0,0,282,"kyrie"
"12","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",124.268,0,0.618454904,5.82854,0.214814815,16.75,59.65,6.688,4.777,0.637,2.548,1.911,0,7.006,6.688,0,4.459,0,0.637,0,0.318,0.955,6.369,0.955,4.459,0,0,0,0.637,0.318,6.688,2.548,3.503,0,0.637,2.229,0.637,0,5.096,4.777,3.503,0.318,0,0,0,0.318,6.051,0.318,2.866,4.459,0,0,0,0.955,5.732,0,9,22,4,18,6,10,9,17,7,12,2,2,8,15,3,14,3,0,4,24,2,19,1,6,1,14,11,9,0,1,3,3,4,13,0,7,2,1,6,0,0,309,"kyrie"
"13","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",115.754,0,0.690590654,6.18558,0.156695157,19.09,52,4.024,3.902,1.829,1.829,1.585,1.22,4.024,4.878,0.244,4.634,0.244,0.366,0.366,0.244,0.488,4.878,0.854,6.585,0.61,0.122,0,0.976,1.585,5,2.195,4.878,1.585,0.122,2.927,0.244,1.22,4.878,3.293,5,1.098,0.854,0.366,0.488,0.61,5.61,0.366,4.024,5.122,0.122,0,0.122,0.61,3.537,0.244,27,26,4,22,7,9,9,20,7,10,2,6,6,18,4,15,3,0,4,43,3,39,1,6,1,16,12,8,0,0,4,3,4,14,3,10,2,1,7,0,0,811,"kyrie"
"14","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",118.661,1,0.559734618,6.33266,0.178041543,15.62,59.78,5.33,4.949,0.127,2.411,1.523,0.888,5.203,4.315,1.523,4.188,0.508,0.761,0.254,0.888,0.127,5.076,0.635,4.695,0.254,0.254,0,2.411,0.635,4.822,2.538,5.33,0.254,0.254,2.538,0.635,1.015,5.203,2.792,5.076,0.254,0.381,0.127,0,1.142,5.584,1.015,3.553,4.822,0.254,0,0.127,0.761,4.061,0.508,5,4,4,13,6,11,10,18,7,11,2,1,6,15,2,15,3,0,4,12,2,7,1,7,1,15,11,8,0,0,3,3,4,14,0,5,2,1,7,0,0,793,"kyrie"
"15","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",110.291,0,0.701701268,5.87457,0.129032258,16.76,56.63,3.374,3.988,1.687,1.227,1.074,1.534,6.135,5.675,1.38,5.368,0,1.687,0.153,0.153,0.613,6.902,0.613,5.675,1.38,0.153,0.307,0.46,0,7.515,0.92,3.988,0.153,0,3.221,0.613,0.307,5.215,4.448,3.374,0.46,0.767,0.767,0,0,3.681,0.613,3.681,5.521,0.307,0.153,0,0.613,3.834,0.307,5,7,4,12,5,10,9,18,7,10,2,1,7,15,2,16,2,0,4,12,2,6,1,6,1,16,10,9,0,0,3,3,4,15,0,5,2,1,9,0,0,672,"kyrie"
"16","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",133.041,1,0.760824098,6.28838,0.186666667,16,59.04,5.107,3.473,0.715,2.043,1.43,1.634,5.618,4.699,1.43,4.29,0,1.124,0,0.511,2.656,4.903,0.613,3.779,0,0.511,0,1.43,1.328,5.107,1.021,4.086,0.715,0,2.962,0.102,2.043,4.903,5.516,4.392,0.102,0.306,0.613,0.511,1.634,5.618,1.021,2.962,4.188,0,0,0,0.511,4.29,0.102,25,53,4,30,5,9,9,20,7,11,2,5,6,17,2,15,2,0,4,50,3,45,2,7,1,16,11,8,0,0,3,3,4,12,0,10,2,1,8,0,0,996,"kyrie"
"17","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",125.825,0,0.693723958,6.36881,0.196467991,13.81,63.82,5.836,5.836,1.503,1.415,1.061,0.442,5.836,6.278,0.796,4.067,0.088,0.707,0,0.619,0.973,4.775,1.857,4.686,0.088,0.177,0.442,0.884,0.354,4.332,2.034,4.951,0.177,0.796,2.741,0.265,0.265,4.863,5.747,3.36,1.238,0.088,0.177,0.177,0.354,5.04,0.088,2.476,4.951,0.177,0.884,0.354,0.442,4.421,0.884,74,72,5,24,6,10,11,17,6,10,2,1,6,16,2,15,2,0,4,44,3,39,1,7,1,16,11,8,0,0,3,3,4,13,1,13,2,2,7,1,1,1170,"kyrie"
"18","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",124.217,1,0.473848198,6.01774,0.169117647,15.01,61.8,3.617,3.797,3.978,0.362,1.808,0,7.776,7.052,1.447,3.436,0,0.904,0,0.904,1.989,7.776,2.351,2.17,0.181,0,0,0,0.362,3.074,0.723,3.255,0.362,0.542,2.893,0.362,0.542,4.702,5.244,2.17,2.893,0,0,0,0.362,5.967,0.362,1.266,5.063,0.181,0.723,0.362,1.447,5.063,2.532,5,5,4,12,5,12,10,18,7,11,2,1,7,15,2,16,2,0,4,12,2,6,1,6,1,17,11,9,0,0,3,3,4,14,0,5,2,1,7,0,0,550,"kyrie"
"19","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",127.958,2,0.371079428,6.3226,0.136363636,13.75,60.19,4.03,3.582,2.836,0.597,1.493,0.149,4.627,5.075,2.687,4.179,0.746,0.896,0.149,0.149,0.597,6.866,1.791,3.731,0,0.299,0.299,0.299,0.448,4.03,0.896,6.567,0.149,0.448,2.687,0.448,0.597,6.418,4.776,2.836,3.284,0.149,0,0,0.149,6.418,0.149,2.388,3.881,0,0.299,0,1.045,5.522,1.343,5,4,4,11,6,10,9,18,7,12,2,1,6,16,2,14,3,0,5,11,2,6,1,7,1,15,11,9,0,1,3,3,4,14,0,6,2,1,7,0,0,649,"kyrie"
"20","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",127.003,1,0.929631815,6.35579,0.219211823,18.66,55.19,3.47,5.468,1.262,0.736,2.419,0.315,5.889,5.363,1.367,4.522,1.262,0.736,0.421,1.262,1.157,5.152,0.946,3.47,0,0,0.526,0.841,0.421,2.839,1.367,5.783,0.315,0.631,2.313,0.631,1.788,4.942,4.311,3.049,2.313,0.315,0.526,0,0.421,4.522,0.105,2.524,6.519,0.421,0.21,0.421,0.946,4.101,1.682,40,25,4,19,5,9,9,18,7,10,2,4,8,15,4,15,2,0,4,47,3,42,1,10,1,16,11,9,0,0,3,3,4,14,1,9,2,2,8,1,1,939,"kyrie"
"21","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",136.065,3,0.890495423,6.26287,0.137254902,14.82,61.84,6.17,5.355,1.048,1.746,1.863,1.164,4.657,4.307,1.281,4.075,1.746,0.582,0,1.048,3.143,4.54,0.233,3.26,0,0.233,0,1.164,1.048,5.239,0.698,6.054,0.466,0.116,2.328,0.698,0.815,4.657,3.842,4.307,1.397,0.116,0.116,0,1.863,4.889,0.698,2.678,4.075,0,0,0.815,1.746,3.376,0.349,61,21,4,24,6,11,10,17,6,13,3,9,6,18,2,15,3,2,4,51,2,44,1,8,1,14,11,8,0,1,4,3,4,14,0,13,2,1,6,1,1,875,"kyrie"
"22","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",104.49,2,0.66774068,5.33731,0.106382979,17.92,49.58,3.955,7.345,0.565,3.39,0,0,5.65,6.78,2.26,4.52,0.565,0.565,0.565,0,1.13,3.955,0,4.52,0.565,0,0,0,0.565,5.085,0.565,4.52,0.565,1.13,3.39,0.565,0,2.825,4.52,6.215,0,0.565,0,0,0,5.65,1.13,5.085,5.085,0.565,0,0,1.695,3.955,0,5,13,4,15,5,10,9,16,7,11,2,1,7,18,2,15,2,0,4,17,2,14,1,8,1,13,11,9,0,0,3,3,4,13,1,5,2,1,6,0,0,182,"kyrie"
"23","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",122.557,5,0.767650439,6.37462,0.119047619,11.17,67.2,3.27,3.903,1.477,0.316,0.844,1.899,4.852,3.165,2.11,4.43,1.16,1.793,0.316,0.527,1.477,4.219,2.954,3.903,1.899,0.422,0,1.266,1.266,4.008,1.582,4.325,0.527,0,1.055,1.266,1.899,3.586,5.591,4.852,0.422,1.899,0.527,0.422,1.371,3.376,2.004,3.586,4.325,0.211,0.105,0.105,1.055,3.481,0.949,55,44,4,22,5,9,10,19,7,14,2,7,7,17,2,15,2,0,4,36,2,31,1,6,1,16,12,8,0,0,3,3,6,13,0,8,2,1,6,1,0,905,"kyrie"
"24","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",127.216,2,0.934871973,6.31051,0.127604167,14.47,62.32,5.326,3.587,0,2.5,1.413,1.739,3.913,3.696,1.304,3.37,0.435,1.413,0.217,1.196,0.761,3.587,0.543,5.217,0.543,0.109,0,2.065,0.761,5.87,1.848,4.891,0.87,0.543,2.826,1.196,1.304,4.783,2.391,6.087,0.326,0.435,0.761,0,2.065,5,0.652,4.13,4.239,0.652,0.217,0.109,1.304,3.587,0.217,47,35,4,24,5,9,11,19,6,12,2,3,7,15,2,14,2,0,4,34,2,30,1,6,1,14,10,9,0,0,3,3,5,13,0,8,2,1,6,0,0,938,"kyrie"
"25","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",118.952,0,0.596667049,6.02921,0.118773946,12.13,65.14,2.914,4.918,0,1.639,1.821,0.729,4.007,4.554,1.275,3.643,2.55,0.546,0.182,0.364,1.275,4.372,0,4.007,0,0,0,1.093,1.457,5.464,1.821,6.011,1.275,0.546,0.911,0.546,0.729,5.282,1.639,5.282,1.275,1.821,0.546,0,1.639,4.554,2.914,4.372,4.554,0.911,0,1.093,0,4.736,0.729,4,5,4,14,6,9,9,18,7,11,2,1,6,15,2,15,2,0,5,12,2,6,1,6,1,16,10,9,0,0,3,3,5,14,1,5,2,1,7,0,0,560,"kyrie"
"26","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",142.293,0,0.818135459,5.56142,0.320895522,17.92,55.05,4.777,5.414,0.318,0,1.592,0,8.599,8.28,0,3.822,0,0.955,0,0.318,0.637,7.962,3.185,2.548,0.955,0,0.637,0.318,0.637,4.14,0,4.14,0.637,0,1.911,0,0.318,6.369,2.548,4.459,0.318,0,0,0,0.955,7.006,0.955,2.229,6.051,0,1.274,0,0.318,4.14,1.274,13,16,4,14,7,10,10,18,6,10,2,3,6,15,3,13,2,0,4,25,3,20,1,6,1,14,10,10,0,0,3,3,5,12,0,5,2,1,8,0,0,321,"kyrie"
"27","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",128.053,0,0.820008164,6.36559,0.144963145,14.58,61.43,4.694,6.55,1.965,0.437,1.747,1.528,4.913,6.004,0.764,5.459,0.655,1.092,0.109,0,1.856,5.349,0.983,4.258,1.747,0.655,0,1.31,0.218,5.349,1.419,4.367,0.218,0,1.638,0.655,1.419,4.367,3.821,4.367,0.328,1.092,0.218,0.218,0.655,4.258,1.31,3.384,4.258,0.109,0.218,0,0.655,3.384,0,48,56,4,24,5,10,12,18,8,11,2,2,7,19,4,15,2,1,4,47,3,42,1,6,1,15,11,9,0,0,3,3,4,13,0,6,2,1,7,1,2,893,"kyrie"
"28","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",103.869,1,0.494485181,6.36796,0.177105832,16.08,53.73,6.052,4.788,0.271,1.897,0.542,0.452,4.788,4.878,0.994,3.613,0.723,0.271,0,0.452,0.632,3.975,1.355,5.33,0.09,0.181,0,1.445,0.632,5.962,4.607,5.059,0.723,0.632,1.174,0,0.452,4.878,2.529,6.052,0.181,0.723,0.271,0,1.265,6.233,1.626,3.613,4.336,0.181,0,0.271,0.361,4.517,0.994,6,5,4,12,5,10,9,19,8,10,2,1,7,17,2,17,2,0,4,14,2,6,1,6,1,18,12,9,0,0,3,3,4,16,0,5,2,1,8,0,0,1091,"kyrie"
"29","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",120.975,3,0.570917626,6.1505,0.200647249,15.29,61.42,4.969,3.571,1.708,1.398,0.621,1.087,6.211,6.677,0.311,2.329,0.155,0,0,0.155,0.932,4.969,0.466,4.814,0.466,0.776,0.155,2.174,0.311,6.522,3.571,5.28,2.484,0.311,1.087,0,1.087,7.143,2.329,3.727,0.776,0,0.466,0.155,1.398,7.919,0.311,1.708,4.503,0.155,0.621,0.155,0.155,3.571,0.311,6,4,4,12,6,11,9,18,7,11,2,1,6,16,2,16,2,0,4,13,2,7,1,6,1,16,11,8,0,0,3,3,4,15,1,6,2,1,7,0,0,661,"kyrie"
"30","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",136.142,1,0.75163983,6.40673,0.148314607,17.21,59.74,4.119,3.204,1.259,0.915,1.602,0.343,6.636,5.263,0.572,3.776,0,1.259,0.114,0.343,0.915,6.407,1.716,4.462,0,0.229,0,0.572,1.03,5.606,1.144,5.606,0,0.343,2.746,0.229,0.229,7.208,4.348,3.776,0.915,0,0,0,0.458,5.263,0.572,4.119,3.89,0.114,0.458,0,1.602,5.492,1.144,21,72,5,29,6,10,9,18,6,11,2,1,6,16,3,15,2,0,4,55,2,52,1,6,1,14,11,9,0,0,3,3,4,13,0,7,2,1,6,0,0,861,"kyrie"
"31","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",127.15,2,0.75556269,6.16678,0.103092784,14.43,60.75,6.053,4.288,1.261,0.631,1.261,1.639,6.81,4.414,1.513,3.279,0.757,1.639,0,0.757,2.396,5.044,1.387,2.648,0.757,0.252,0,0.252,0.631,4.918,1.261,3.279,0.126,0,1.892,0.378,1.513,4.918,4.666,4.666,0.504,1.513,0.378,0.252,0.252,4.666,0.631,3.909,5.296,0,0.126,0,2.27,4.54,0.378,34,34,4,24,5,11,10,18,6,12,2,11,6,17,2,15,2,0,4,42,3,37,1,7,1,15,11,9,1,0,3,3,4,14,0,13,2,1,8,1,0,781,"kyrie"
"32","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",145.04,2,0.620072233,5.48486,0.10619469,10.56,61.7,3.654,3.654,0.332,1.993,1.993,0.332,5.316,3.987,2.99,2.326,0.664,1.993,0,1.661,0.664,3.654,1.993,2.326,0,0,0.664,0.664,1.993,2.99,4.651,3.322,0,1.329,3.654,0.997,0.997,3.322,7.309,2.658,1.661,0,0.332,0,0.664,3.322,0,3.322,3.987,0.997,0.997,0.997,2.326,4.651,2.658,15,15,5,15,6,11,9,18,6,11,2,1,7,16,3,15,2,0,4,23,2,20,1,6,1,15,11,10,0,0,3,3,4,12,0,8,2,1,6,0,0,301,"kyrie"
"33","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",129.183,2,0.926303968,6.28284,0.066666667,11.45,63.1,3.608,3.265,0.515,1.718,0.344,1.031,4.467,4.124,1.546,3.265,0.172,0,0.859,0.859,1.203,3.78,1.89,5.842,0,1.718,0.515,1.89,0.859,6.014,4.639,3.436,1.718,0.344,0.687,0,0.859,4.467,0.344,3.78,0.172,0.344,0.859,1.89,0.859,6.014,2.749,4.811,3.78,0.344,1.031,0.859,0.515,4.983,1.031,26,29,4,27,5,9,9,21,7,11,3,2,7,17,2,14,2,0,5,46,2,41,1,6,1,15,10,10,0,0,3,3,4,13,1,10,2,1,8,0,0,586,"kyrie"
"34","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",130.315,2,0.666778728,6.26374,0.120967742,13.76,62.46,2.826,4.172,0.808,1.615,1.211,0.538,6.191,5.787,1.077,4.845,0.135,0.404,0,0.538,1.211,4.711,0.269,4.98,0,0,0,0.404,1.346,4.038,4.307,4.711,0.942,1.077,2.019,0.404,0.942,4.441,2.153,3.903,0.673,0.135,0.269,0,0.404,4.98,0.673,4.98,5.249,0.673,0.538,0.404,1.48,5.384,2.153,50,37,5,27,5,11,9,18,6,11,2,2,7,18,2,15,2,0,4,40,2,35,1,6,1,14,11,9,0,1,3,4,4,13,0,14,2,1,15,0,1,725,"kyrie"
"35","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",124.013,1,0.793242378,5.73334,0.210144928,18.91,53.67,3.17,4.035,0,1.729,2.305,0,5.764,5.187,0.865,3.746,0.288,1.153,0,0.865,0,4.899,0.576,4.035,0.288,0,0,0.865,0,5.476,2.594,5.187,0.288,1.441,2.882,0.288,0.288,6.628,3.746,5.476,0.288,0.288,0.288,0,0.288,5.187,0.865,4.611,6.052,0.288,0,0.288,1.153,4.899,1.441,12,22,4,14,6,10,10,19,7,10,3,1,6,17,3,15,2,0,4,31,2,25,1,6,1,16,11,9,0,0,3,3,5,14,0,6,2,1,6,0,0,339,"kyrie"
"36","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",120.298,0,0.697049831,6.39673,0.167844523,13.15,63.09,3.082,4.055,1.379,1.46,1.054,0.243,4.704,5.191,0.892,2.92,1.298,0.649,0.081,1.135,0.973,5.109,1.379,4.38,0.811,0.649,0.406,1.135,0.892,5.839,2.676,4.785,0.487,0.892,1.054,0.406,1.135,6.083,2.92,4.136,1.217,0.406,0.081,0.081,0.811,4.704,0.324,3.731,4.623,0.811,0.487,0.487,2.352,3.974,1.622,58,57,4,32,5,9,9,19,6,11,2,7,8,17,2,13,2,0,4,58,2,53,1,7,1,16,10,9,0,0,3,3,5,13,0,8,2,1,6,0,0,1244,"kyrie"
"37","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",118.712,0,0.349099572,5.61758,0.087209302,13.49,60.7,4.481,4.009,0.708,0.943,2.594,1.179,5.189,4.717,1.651,4.245,0.472,1.179,0,1.651,1.415,4.953,1.887,4.953,1.179,0.472,0,1.179,0.236,5.189,0.236,4.953,0,0,1.651,1.179,2.594,4.717,7.075,3.538,0.943,0.472,1.179,0.472,0.472,4.245,0.708,1.651,5.66,0.236,0,0,0.472,3.066,0,20,27,4,15,7,10,12,18,6,11,2,3,6,15,4,15,2,0,4,26,3,20,1,6,1,15,11,9,0,0,3,3,4,14,0,6,2,2,7,0,1,426,"kyrie"
"38","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",130.429,1,0.873632438,6.28601,0.177121771,16.12,58.91,3.155,3.785,0.473,2.05,0,1.577,5.363,6.151,0,2.208,0,0.158,0.473,0.946,0.946,3.155,1.735,5.836,0,0.315,0.631,1.42,1.262,7.413,2.524,4.416,1.262,0.315,0,0,0.158,6.625,1.104,4.89,0.315,0.789,0.631,0.789,1.104,7.256,2.208,4.259,5.205,0.315,0.315,0.631,0.789,4.416,0.631,42,30,4,30,5,10,9,19,6,10,3,3,7,17,3,16,2,0,5,24,4,19,2,6,1,17,11,9,0,0,3,3,4,15,2,9,2,1,6,0,0,640,"kyrie"
"39","attribution_data_updated.csv:Palestrina_Giovanni Perluigi da",128.48,0,0.823319338,5.82535,0.127777778,12.27,65.33,8.726,2.83,0.236,2.83,1.179,1.651,4.953,3.538,0.943,3.066,0.236,0.943,0,0.708,3.066,2.594,0,3.538,0,0.472,0,3.066,1.179,4.009,3.066,4.717,0.472,0.708,2.83,0.236,2.594,4.717,4.481,3.774,0.236,0,0.236,0,2.83,4.481,0.943,3.066,4.245,0,0,0.472,0.708,4.009,1.415,24,17,4,20,6,11,9,17,6,11,2,4,6,18,3,15,3,0,4,28,2,22,1,6,1,14,11,8,0,1,4,3,4,14,0,7,2,1,6,0,0,422,"kyrie"
